"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"India","2011","Total","Female","Bid","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","71143",""
"India","2011","Total","Female","Bidar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","104550",""
"India","2011","Total","Female","Bidhan Nagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","106500",""
"India","2011","Total","Female","Bijapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","162250",""
"India","2011","Total","Female","Bikaner","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","305964",""
"India","2011","Total","Female","Bilaspur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","177237",""
"India","2011","Total","Female","Bokaro Steel City","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","195174",""
"India","2011","Total","Female","Botad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","62652",""
"India","2011","Total","Female","Brahmapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","170844",""
"India","2011","Total","Female","Budaun","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","76109",""
"India","2011","Total","Female","Bulandshahar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","109749",""
"India","2011","Total","Female","Burhanpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","102699",""
"India","2011","Total","Female","Champdani","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","51901",""
"India","2011","Total","Female","Chandannagar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","82858",""
"India","2011","Total","Female","Chandausi","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","54127",""
"India","2011","Total","Female","Chandigarh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","439551",""
"India","2011","Total","Female","Chandrapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","156294",""
"India","2011","Total","Female","Chapra","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","95851",""
"India","2011","Total","Female","Chennai","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","2310888",""
"India","2011","Total","Female","Chhatarpur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","67058",""
"India","2011","Total","Female","Chhindwara","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","85656",""
"India","2011","Total","Female","Chikmagalur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","59699",""
"India","2011","Total","Female","Chitradurga","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","72833",""
"India","2011","Total","Female","Chittoor","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","80662",""
"India","2011","Total","Female","Churu","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","58383",""
"India","2011","Total","Female","Coimbatore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","524558",""
"India","2011","Total","Female","Cuddalore","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","87936",""
"India","2011","Total","Female","Cuttack","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","293947",""
"India","2011","Total","Female","Dabgram","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","57962",""
"India","2011","Total","Female","Dallo Pura","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","73529",""
"India","2011","Total","Female","Damoh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","66692",""
"India","2011","Total","Female","Darbhanga","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","140402",""
"India","2011","Total","Female","Darjiling","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","59618",""
"India","2011","Total","Female","Davanagere","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","215195",""
"India","2011","Total","Female","Dehradun","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","273633",""
"India","2011","Total","Female","Dehri","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","64859",""
"India","2011","Total","Female","Delhi Cantonment","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","46594",""
"India","2011","Total","Female","Deoghar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","95126",""
"India","2011","Total","Female","Deoli","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","78208",""
"India","2011","Total","Female","Deoria","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","62017",""
"India","2011","Total","Female","Dewas","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","139469",""
"India","2011","Total","Female","Dhanbad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","547750",""
"India","2011","Total","Female","Dharmavaram","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","59624",""
"India","2011","Total","Female","Dhule","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","182113",""
"India","2011","Total","Female","Dibrugarh","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","70170",""
"India","2011","Total","Female","Dimapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","58534",""
"India","2011","Total","Female","Dinapur Nizamat","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","85554",""
"India","2011","Total","Female","Dindigul","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","104300",""
"India","2011","Total","Female","Dohad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","58331",""
"India","2011","Total","Female","Dum Dum","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","56220",""
"India","2011","Total","Female","Durg","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","132165",""
"India","2011","Total","Female","Durgapur","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","272262",""
"India","2011","Total","Female","Eluru","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","110509",""
"India","2011","Total","Female","English Bazar","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","98697",""
"India","2011","Total","Female","Erode","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","78879",""
"India","2011","Total","Female","Etah","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","55927",""
"India","2011","Total","Female","Etawah","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","121399",""
"India","2011","Total","Female","Faizabad","Urban agglomeration","Census - de facto - complete tabulation","Final figure, complete","2017","79608",""
